70,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_933057_22092023010429_WEB.xml,ERROR
2,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_923431_26082023082106_WEB.xml,ERROR
70,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_904319_31072023041411_WEB.xml,ERROR
